OBJECTID,crossing,Outlet_Water_Depth,Culvert_Shape,Circular?,bankfull_width,county,crossing_type,culvert_count,culvert_material,DRNAREA_SQ_Miles,headwater,Height_rise_P1,Pipe_length_P1,road_path_,scour_pool,scour_pool_depth,scour_pool_length,scour_pool_width,total_span,Width_Span_P1,Constriction_Ratio,x,y,Corrugated Metal?,Culvert_material_Thalweg,Concrete?,Pipe_length_Thalweg,Width_Span_Thalweg,Height_rise_Thalweg,Culvert_Slope,inlet_invert_Thalweg,outlet_invert_Thalweg
353,1207800CU009,0.8,Circular,Y,10.5,Cass,Culvert,1,Smooth_Metal_Pipe,4.49,10.85,6.5,23,Cass County CSAH20,Yes,0,4,4,6.5,6.5,0.619047619,-94.75158764,46.66121523,N,Smooth_Metal_Pipe,N ,23,6.5,6.5,0.8696,11.49,11.69
492,1205400CU005,1.8,Ellipse,N,18.9,Becker,Culvert,1,Corrugated Metal Pipe,25.47,7.48,3.3,22,Becker County CR127,Yes,7,60,40,5,5,0.264550265,-95.23724485,47.0798887,N,Concrete,Y,43,7,7,1.3636,13.04,12.4
446,77-0278,2.4,Ellipse,N,13.7,,Culvert,3,corrugated metal,11.05,8.93,4.6,41,,Yes,6,25,15,21,7,0.510948905,-95.05765,46.223075,N,Concrete,Y,53,10,7.2,-0.245283019,14.75,14.62
35,1211300CU008,0,Ellipse,N,8,Cass,Culvert,1,Corrugated Metal Pipe,0.78,N/A,4,32,MN64,No,0,0,0,6,6,0.75,-94.6513078,46.49975002,Y,Corrugated Metal,N,32,6,4,-0.125,8.94,8.9
386,1211600CU006,0.1,Ellipse,N,7.7,Cass,Culvert,1,Corrugated Metal Pipe,2.56,8.32,3.6,35,Cass County CSAH24,Yes,1,12,6,5.6,5.6,0.727272727,-94.65509648,46.57531422,Y,Corrugated Metal,N,35,5.6,3.6,-0.0286,8.62,8.61
43,1214000CU001,0.18,Ellipse,N,6.2,Cass,Culvert,1,Corrugated Metal Pipe,1.35,12.68,3.6,70,MN64,No,0,0,0,5,5,0.806451613,-94.6973968,46.62640086,Y,Corrugated Metal,N,70,5,3.6,0.128571429,14.31,14.4
25,1211100CU002,0.3,Ellipse,N,7.1,Cass,Culvert,2,Corrugated Metal Pipe,5.69,8.9,4,30,Cass County T2055,No,0,0,0,9,6,0.845070423,-94.60332757,46.51508634,Y,Corrugated Metal,N,30,6,4,1.0667,8.99,9.31
467,1212400CU001,0.3,Ellipse,N,14.2,Cass,Culvert,1,Corrugated Metal Pipe,13.18,10.2,6.7,40,Cass County T69,Yes,1,40,20,8.8,8.8,0.61971831,-94.51960936,46.56696416,Y,Corrugated Metal,N,40,8.8,6.7,-0.175,11.22,11.15
92,1210900CU002,0.5,Ellipse,N,15,Cass,Culvert,1,Corrugated Metal Pipe,19.87,11.71,6,55,,No,0,0,0,8,8,0.533333333,-94.40169576,46.4628497,Y,Corrugated Metal,N,55,8,6,0,12.23,12.23
34,1211300CU012,0.7,Ellipse,N,9,Cass,Culvert,1,Corrugated Metal Pipe,3.37,12.36,5,53,MN64,No,0,0,0,10,10,1.111111111,-94.6546268,46.49499164,Y,Corrugated Metal,N,53,10,5,0.377358491,12.98,13.18
102,1213400CU002,0.9,Ellipse,N,21,Crow Wing,Culvert,3,Corrugated Metal Pipe,33.79,6.98,2.2,50,Crow Wing County CR115,No,0,0,0,10.2,3.6,0.171428571,-94.25935757,46.45853005,Y,Corrugated Metal,N,50,3.6,2.2,0.26,7.8,7.93
77,1212300CU003,1,Ellipse,N,24.1,Cass,Culvert,2,Corrugated Metal Pipe,38.17,10.59,7,60,Cass County T82,No,0,0,0,24,12,0.497925311,-94.35683697,46.6021873,Y,Corrugated Metal,N,60,12,7,0.033333333,11.95,11.97
411,1210300CU001,1.1,Ellipse,N,16,Cass,Culvert,2,Corrugated Metal Pipe,14.17,7.33,2.5,25,Cass County T160,Yes,2,20,15,10,5,0.3125,-94.50326753,46.34944685,Y,Corrugated Metal,N,25,5,2.5,N/A,8.27,N/A
399,1211000CU005,1.15,Ellipse,N,8,Cass,Culvert,1,Corrugated Metal Pipe,6.02,8.87,3.6,36,Cass County T63,Yes,3,15,15,5,5,0.625,-94.48857253,46.51432714,Y,Corrugated Metal,N,36,5,3.6,0.472222222,9.87,10.04
419,1212300CU004,1.2,Ellipse,N,21.9,Cass,Culvert,3,Corrugated Metal Pipe,42.21,12.55,6,73,Cass County T75,Yes,3,20,20,24,8,0.365296804,-94.35201912,46.60545699,Y,Corrugated Metal,N,73,8,6,-1.02739726,14.55,13.8
384,1211100CU004,1.26,Ellipse,N,18,Cass,Culvert,2,Corrugated Metal Pipe,18.93,10.98,6,60,Cass County T43,Yes,3,12,15,14.5,6,0.333333333,-94.62329416,46.46034625,Y,Corrugated Metal,N,60,8.5,6.5,0.983333333,11.73,12.32
355,18-0383,1.55,Ellipse,N,14,,Culvert,2,Corrugated Metal Pipe,11.61,7.29,2.7,30,,Yes,1.5,5,4,6,3.3,0.235714286,-94.18329388,46.46939384,Y,Corrugated Metal,N,30,3.3,2.7,0.2333,8.74,8.81
502,11-0151,1.6,Ellipse,N,10,Cass,Culvert,1,corrugated metal,0.54,5.92,2.5,25,Cass County T4125,No,,,N/A,4,4,0.4,-94.65343,46.405769,Y,Corrugated Metal,N,25,4,2.5,2.8,7.1,7.8
208,1210200CU003,1.6,Ellipse,N,14.2,Cass,Culvert,2,Corrugated Metal Pipe,18.01,9.37,3.7,40,Cass County T9,Yes,0,0,0,9,6,0.422535211,-94.56091244,46.35506403,Y,Corrugated Metal,N,40,6,3.7,0.45,10.83,11.01
392,1211600CU009,1.8,Ellipse,N,6.5,Cass,Culvert,1,Corrugated Metal Pipe,5.32,8.64,4,50,MN64,Yes,2,15,15,5,6,0.923076923,-94.7025436,46.55775238,Y,Corrugated Metal,N,50,6,4,-1.2,11.01,10.41
76,1212300CU002,1.9,Ellipse,N,19.6,Cass,Culvert,2,Corrugated Metal Pipe,37.46,10.87,7,40,Cass County T188,No,0,0,0,20,10,0.510204082,-94.37288865,46.59883826,Y,Corrugated Metal,N,40,10,7,0.8,12.55,12.87
374,1211000CU002,2.38,Ellipse,N,6.5,Cass,Culvert,1,Corrugated Metal Pipe,0.94,6.16,4,30,Cass County T70,Yes,0,10,40,6,6,0.923076923,-94.49553686,46.54369971,Y,Corrugated Metal,N,30,6,4,-0.4,8.64,8.52
7,1210300CU002,2.8,Ellipse,N,19,Cass,Culvert,1,Corrugated Metal Pipe,14.11,6.51,3.5,30,Cass County T10,No,0,0,0,5,5,0.263157895,-94.50468253,46.35323272,Y,Corrugated Metal,N,30,5,3.5,-1.4333,8.4,7.97
269,1205700CU003,N/A,Ellipse,N,20,Becker,Culvert,2,Corrugated Metal Pipe,107.37,N/A,6,35,Becker County CSAH44,Yes,0,0,0,11,8,0.4,-95.21261912,47.0504236,Y,Corrugated Metal,N,30,3,3,N/A,N/A,N/A
308,1207300CU003,N/A,Ellipse,N,8,Wadena,Culvert,1,Corrugated Metal Pipe,2.02,N/A,2.5,45,Wadena County CR154,Yes,0,0,0,4,4,0.5,-94.80799634,46.73546698,Y,Corrugated Metal,N,50,4,4,N/A,N/A,N/A
468,1212500CU009,3.15,Ellipse,N,12.5,Cass,Culvert,1,Smooth_Metal_Pipe,10.07,8.27,8.5,30,Cass County T167,Yes,3,40,20,6.5,6.5,0.52,-94.45213248,46.48570592,N,Smooth_Metal_Pipe,N ,30,6.5,8.5,-0.8667,11.64,11.38
190,1207100CU002,N/A,Ellipse,N,6,Wadena,Culvert,1,Corrugated Metal Pipe,3.51,N/A,2.5,65,Wadena County T182,No,0,0,0,3.5,3.5,0.583333333,-94.89776248,46.74846467,N,Smooth_Metal_Pipe,N ,41.5,2.1,2.1,0.939759036,9.52,9.91
142,1204800CU011,0,N/A,N/A,12.9,Todd,Culvert,2,Corrugated Metal Pipe,6.08,N/A,3,40,Todd County T212,No,0,0,0,6.7,3,0.23255814,-94.99999771,46.20899714,N,Concrete,Y,94,10,5.23,0.35106383,15.14,15.47
403,1202700CU005,0.4,N/A,N/A,8.5,Becker,Culvert,1,,7.81,7.77,4,20,Becker County T23,Yes,0,15,15,3,3,0.352941176,-95.19191738,47.00257779,N,Concrete,Y,100,4,4,0.1,N/A,N/A
74,1212200CU004,1.1,N/A,N/A,4,Cass,Culvert,1,Concrete,0.94,7.3,3.5,60,Cass County CSAH1,No,0,0,0,4,4,1,-94.40845164,46.63846855,N,Concrete,Y,60,4,3.5,0.216666667,8.21,8.34
407,77-0280,1.64,N/A,N/A,10,,Culvert,2,corrugated metal,5.82,9.3,4,71,,Yes,6,15,15,8,4,0.4,-95.078255,46.194065,N,Concrete,Y,100,12,6,-0.05,14.49,14.44
514,77-0271,1.75,N/A,N/A,11.5,,Culvert,2,corrugated metal,5.83,9.89,4.85,81,,No,,,N/A,12,6,0.52173913,-95.050011,46.303237,N,Concrete,Y,82,10,8,0.195121951,14.51,14.67
37,1211200CU002,2.55,N/A,N/A,10,Cass,Culvert,1,Concrete,5.37,10.77,5,50,MN64,No,0,0,0,10,10,1,-94.65482465,46.52548664,N,Concrete,Y,50,10,5,0.64,12.93,13.25
685,11-0649,N/A,N/A,N/A,14.4,,Culvert,,,1.7,N/A,,,,Yes,,,N/A,,,NA,-94.743483,46.356429,N,Concrete,Y,56,14,5,-0.553571429,12.26,11.95
111,1202800CU001,N/A,N/A,N/A,8,Hubbard,Culvert,1,Concrete,5,N/A,4,35,Hubbard County CSAH18,No,0,0,0,6,6,0.75,-95.09273183,46.9574384,N,Concrete,Y,35,6,4,N/A,N/A,N/A
565,3-0337,N/A,N/A,N/A,5,,Culvert,,,6.57,N/A,,25,,No,,,N/A,,,NA,-95.18117,46.848163,N,Concrete,Y,60,10,7,N/A,N/A,N/A
569,77-0273,N/A,N/A,N/A,13.9,,Culvert,,,13.83,N/A,,25,,No,,,N/A,6,,NA,-95.03531525,46.27146053,N,Concrete,Y,76,13.5,5.5,0.552631579,12.83,13.25
683,77-0285,N/A,N/A,N/A,11.6,,Culvert,,,7.17,N/A,,30,,Yes,,,29.72,4,,NA,-95.06287394,46.19906402,N,Concrete,Y,57,12,5,0.105263158,12.23,12.29
684,77-0288,N/A,N/A,N/A,9.5,,Culvert,,,6.7,N/A,,20,,Yes,,,N/A,,,NA,-94.991104,46.330357,N,Concrete,Y,70,14,5,-0.114285714,11.83,11.75
686,77-0293,N/A,N/A,N/A,6,,Culvert,,,6.12,N/A,,20,,Yes,,,9.25,5,,NA,-95.047745,46.312107,N,Concrete,Y,68,13,9,0.058823529,16.02,16.06
690,80-0097,N/A,N/A,N/A,12.1,,Culvert,,,5.46,N/A,,30,,Yes,,,N/A,5,,NA,-94.82312607,46.59808203,N,Concrete,Y,17.6,4.5,4.5,-1.818181818,10.02,9.7
571,80-0167,N/A,N/A,N/A,4,,Culvert,,,0.79,N/A,,40,,No,,,N/A,,,NA,-95.040045,46.701845,N,Concrete,Y,45,10,6,N/A,N/A,N/A
573,80-0227,N/A,N/A,N/A,23,,Culvert,,,0.1,N/A,,30,,No,,,N/A,,,NA,-94.917282,46.636479,N,Concrete,Y,35,10,6,N/A,N/A,N/A
574,80-0229,N/A,N/A,N/A,9.2,,Culvert,,,1.59,N/A,,20,,No,,,N/A,,,NA,-95.033726,46.695052,N,Concrete,Y,45,14,9,N/A,N/A,N/A
699,80-0231,N/A,N/A,N/A,11,,Culvert,,,10.38,N/A,,16,,Yes,,,14.78,4,,NA,-94.884054,46.647715,N,Concrete,Y,95,11.5,7.5,N/A,N/A,N/A
700,80-0233,N/A,N/A,N/A,14,,Culvert,,,7.21,N/A,,30,,Yes,,,N/A,4,,NA,-95.032678,46.681203,N,Concrete,Y,70,11.5,7.5,N/A,N/A,N/A
702,80-0241,N/A,N/A,N/A,7.2,,Culvert,,,4.48,N/A,,12,,Yes,,,31.6,,,NA,-94.792391,46.599143,N,Concrete,Y,80,2.5,2.5,N/A,N/A,N/A
704,80-0243,N/A,N/A,N/A,7.7,,Culvert,,,4.11,N/A,,18,,Yes,,,10.47,,,NA,-94.806584,46.619452,N,Concrete,Y,85,8,5,N/A,N/A,N/A
577,80-0255,N/A,N/A,N/A,8.2,,Culvert,,,2.05,N/A,,,,No,,,N/A,,,NA,-95.002738,46.6518,N,Concrete,Y,90,8,6,N/A,N/A,N/A
714,80-0268,N/A,N/A,N/A,12.2,,Culvert,,,8.32,N/A,,40,,Yes,,,21.3,,,NA,-94.906036,46.659108,N,Concrete,Y,80,8,8,N/A,N/A,N/A
580,80-0285,N/A,N/A,N/A,,,Culvert,,,11.51,0,,,,No,,,N/A,,,NA,-94.87031,46.694984,N,Concrete,Y,50,8,6,N/A,N/A,N/A
581,80-0286,N/A,N/A,N/A,,,Culvert,,,1.57,0,,,,No,,,N/A,,,NA,-94.792909,46.50807,N,Concrete,Y,55,8,6,N/A,N/A,N/A
473,1203400CU005,2.6,N/A,N/A,18.5,Becker,Culvert,1,,20.68,8.11,4,36,Becker County T9,Yes,4,40,40,4,4,0.216216216,-95.19822145,47.07884073,Y,Corrugated Metal,N,55,4,4,1.1389,N/A,N/A
382,80-0121C,2.6,N/A,N/A,18.9,Cass,Culvert,2,metal,45.8,7.58,5.5,27.5,,Yes,3.3,10,15,9.5,5.5,0.291005291,-94.786797,46.74714,Y,Corrugated Metal,N,80,5,5,N/A,N/A,N/A
381,77-0279,4.2,N/A,N/A,18,,Culvert,2,concrete,10.61,9.55,6,112,,Yes,5.5,10,10,20,10,0.555555556,-95.057101,46.210967,Y,Corrugated Metal,N,80,4,4,-0.25,15.16,14.96
695,11-0603,N/A,N/A,N/A,8,,Culvert,,,1.95,N/A,,28,,Yes,,,13.92,5,,NA,-94.772786,46.561998,Y,Corrugated Metal,N,30,2.5,2.5,N/A,N/A,N/A
282,1206600CU002,N/A,N/A,N/A,8,Becker,Culvert,3,,13.78,N/A,4,40,Becker County T92,Yes,0,0,0,16,4,0.5,-95.22635569,46.80796467,Y,Corrugated Metal,N,40,4,4,N/A,N/A,N/A
319,1208900CU006,N/A,N/A,N/A,14,Wadena,Culvert,2,Corrugated Metal Pipe,7.21,N/A,3,35,Wadena County T89,Yes,0,0,0,6,4,0.285714286,-95.038436,46.683674,Y,Corrugated Metal,N,50,4,4,N/A,N/A,N/A
564,3-0336,N/A,N/A,N/A,5,,Culvert,,,6.54,N/A,,40,,No,,,N/A,,,NA,-95.18366,46.84944,Y,Corrugated Metal,N,45,3,3,N/A,N/A,N/A
687,77-0294,N/A,N/A,N/A,14.62,,Culvert,,,20.78,N/A,,12,,Yes,,,11.4,,,NA,-95.02386,46.333866,Y,Corrugated Metal,N,38,0,0,N/A,N/A,N/A
689,80-0093,N/A,N/A,N/A,14.6,,Culvert,,,17.72,N/A,,25,,Yes,,,25.78,5,,NA,-94.80866783,46.63581803,Y,Corrugated Metal,N,41,7,4.6,0.170731707,11.19,11.26
692,80-0130,N/A,N/A,N/A,10,,Culvert,,,13.25,N/A,,40,,Yes,,,N/A,,,NA,-94.86647848,46.7466883,Y,Corrugated Metal,N,60,5,5,N/A,N/A,N/A
570,80-0135,N/A,N/A,N/A,4,,Culvert,,,0.25,N/A,,45,,No,,,N/A,,,NA,-95.01096341,46.70184449,Y,Corrugated Metal,N,40,5,3,N/A,N/A,N/A
693,80-0169,N/A,N/A,N/A,9.2,,Culvert,,,1.8,N/A,,30,,Yes,,,N/A,,,NA,-95.03046283,46.69237748,Y,Corrugated Metal,N,30,5,5,N/A,N/A,N/A
694,80-0182,N/A,N/A,N/A,6.6,,Culvert,,,4.3,N/A,,25,,Yes,,,N/A,,,NA,-95.12309109,46.66874035,Y,Corrugated Metal,N,40,6,4,N/A,N/A,N/A
701,80-0239,N/A,N/A,N/A,18.5,,Culvert,,,21.12,N/A,,,,Yes,,,N/A,,,NA,-94.802907,46.579936,Y,Corrugated Metal,N,50,2.5,2.5,N/A,N/A,N/A
703,80-0242,N/A,N/A,N/A,11,,Culvert,,,4.37,N/A,,33,,Yes,,,26.57,,,NA,-94.791058,46.602075,Y,Corrugated Metal,N,45,3,3,N/A,N/A,N/A
705,80-0246,N/A,N/A,N/A,12.9,,Culvert,,,8.83,N/A,,25,,Yes,,,15.77,,,NA,-94.809523,46.650021,Y,Corrugated Metal,N,40,3,3,N/A,N/A,N/A
706,80-0247,N/A,N/A,N/A,14.9,,Culvert,,,8.63,N/A,,30,,Yes,,,13.94,4,,NA,-94.806643,46.658984,Y,Corrugated Metal,N,45,6,6,N/A,N/A,N/A
707,80-0249,N/A,N/A,N/A,5.9,,Culvert,,,7.94,N/A,,30,,Yes,,,22.25,4.5,,NA,-94.792846,46.67148,Y,Corrugated Metal,N,25,3,3,N/A,N/A,N/A
709,80-0252,N/A,N/A,N/A,7.9,,Culvert,,,4.04,N/A,,,,Yes,,,N/A,,,NA,-94.840619,46.593387,Y,Corrugated Metal,N,30,2,2,N/A,N/A,N/A
710,80-0253,N/A,N/A,N/A,4.6,,Culvert,,,2.78,N/A,,15,,Yes,,,N/A,,,NA,-94.977435,46.6458,Y,Corrugated Metal,N,35,2,3,N/A,N/A,N/A
578,80-0258,N/A,N/A,N/A,7,,Culvert,,,0.95,N/A,,21,,No,,,N/A,,,NA,-95.048162,46.653406,Y,Corrugated Metal,N,25,4,4,N/A,N/A,N/A
711,80-0265,N/A,N/A,N/A,8.1,,Culvert,,,1.74,N/A,,,,Yes,,,N/A,,,NA,-95.106251,46.69738,Y,Corrugated Metal,N,40,3,3,N/A,N/A,N/A
712,80-0266,N/A,N/A,N/A,5.1,,Culvert,,,0.61,N/A,,15,,Yes,,,N/A,,,NA,-95.048906,46.70405,Y,Corrugated Metal,N,30,4,4,N/A,N/A,N/A
715,80-0270,N/A,N/A,N/A,6.5,,Culvert,,,12.77,N/A,,12,,Yes,,,7.77,5,,NA,-94.800948,46.707951,Y,Corrugated Metal,N,30,4,4,N/A,N/A,N/A
716,80-0271,N/A,N/A,N/A,11.2,,Culvert,,,4.96,N/A,,,,Yes,,,N/A,,,NA,-94.744745,46.759946,Y,Corrugated Metal,N,30,4,4,N/A,N/A,N/A
717,80-0273,N/A,N/A,N/A,10,,Culvert,,,6,N/A,,20,,Yes,,,12.65,8,,NA,-94.822376,46.72629,Y,Corrugated Metal,N,30,4,4,N/A,N/A,N/A
579,80-0282,N/A,N/A,N/A,8.3,,Culvert,,,5.43,N/A,,18,,No,,,N/A,,,NA,-95.020513,46.709847,Y,Corrugated Metal,N,30,3,3,N/A,N/A,N/A
408,1203700CU008,0.05,N/A,N/A,8.7,Wadena,Culvert,2,,9.46,7.56,3,30,Wadena County T87,Yes,2,15,10,6,3,0.344827586,-95.13713821,46.67448124,N/A,N/A,N/A,40,,,N/A,N/A,N/A
506,11-0328,0.7,N/A,N/A,33.3,Cass,Culvert,3,concrete,35.46,14.57,7,105,Cass County CSAH29,No,,,N/A,30,10,0.3003003,-94.36804293,46.52906646,N/A,N/A,N/A,105,10,7,-0.695238095,16.29,15.56
513,49-0236C,0.9,N/A,N/A,9,,Culvert,1,concrete,9.47,8.68,4,56,Dove Rd,No,,,N/A,7,7,0.777777778,-94.459652,46.32183,N/A,N/A,N/A,N/A,,,N/A,N/A,N/A
463,11-0170,1.43,N/A,N/A,8.9,Cass,Culvert,3,metal,5,8.1,3,20,Cass County T2055,Yes,2,40,40,9,3,0.337078652,-94.60017092,46.51904517,N/A,N/A,N/A,20,3,3,-0.3,9.58,9.52
351,1202900CU002,2.5,N/A,N/A,38.1,Hubbard,Culvert,2,,245.32,16.18,8.7,85,Park Rapids M42,Yes,0,2,25,24,12,0.31496063,-95.04904975,46.91275312,N/A,N/A,N/A,85,12,8.7,0.835294118,17.9,18.61
521,11-0113,N/A,N/A,N/A,6.5,,Culvert,,,1.7,N/A,,30,,No,,,N/A,,,NA,-94.55905154,46.31716854,N/A,N/A,N/A,30,,,N/A,N/A,N/A
1,11-0117,N/A,N/A,N/A,4,Cass,Culvert,0,,2,N/A,,100,Cass County CSAH1,N/A,0,0,0,4,,NA,-94.47498852,46.33275665,N/A,N/A,N/A,100,,,N/A,N/A,N/A
209,11-0154,N/A,N/A,N/A,3,Cass,Culvert,0,,0.24,N/A,,40,Cass County T35,Yes,0,0,0,,,NA,-94.60277538,46.43141429,N/A,N/A,N/A,40,,,0.3143,N/A,N/A
210,11-0155,N/A,N/A,N/A,9.9,Cass,Culvert,0,,2.58,N/A,,20,Cass County T35,Yes,0,0,0,,,NA,-94.60730853,46.42766196,N/A,N/A,N/A,20,,,N/A,N/A,N/A
211,11-0158,N/A,N/A,N/A,12.3,Cass,Culvert,0,,6.28,N/A,,20,Cass County CR102,Yes,0,0,0,,,NA,-94.60181237,46.44869372,N/A,N/A,N/A,20,,,N/A,N/A,N/A
213,11-0192,N/A,N/A,N/A,9,Cass,Culvert,0,,3.43,N/A,,25,Cass County T30,Yes,0,0,0,,,NA,-94.66335437,46.44551663,N/A,N/A,N/A,25,,,N/A,N/A,N/A
214,11-0203,N/A,N/A,N/A,3,Cass,Culvert,0,,0.18,N/A,,,Cass County T138,Yes,0,0,0,,,NA,-94.63596848,46.54133134,N/A,N/A,N/A,0,,,N/A,N/A,N/A
215,11-0204,N/A,N/A,N/A,8.9,Cass,Culvert,0,,2.62,N/A,,25,Cass County T138,Yes,0,0,0,4,,NA,-94.64297214,46.54007977,N/A,N/A,N/A,25,,,N/A,N/A,N/A
217,11-0234,N/A,N/A,N/A,6.2,Cass,Culvert,0,,2,N/A,,20,Cass County T78,Yes,0,0,0,,,NA,-94.703011,46.579437,N/A,N/A,N/A,20,,,N/A,N/A,N/A
218,11-0254,N/A,N/A,N/A,10.6,Wadena,Culvert,0,,5.98,N/A,,30,,Yes,0,0,0,6,,NA,-94.78621657,46.65129044,N/A,N/A,N/A,30,,,N/A,N/A,N/A
219,11-0259,N/A,N/A,N/A,9.65,Cass,Culvert,0,,12.01,N/A,,25,,Yes,0,0,0,5,,NA,-94.77974042,46.72197923,N/A,N/A,N/A,25,,,N/A,N/A,N/A
220,11-0273,N/A,N/A,N/A,4,Cass,Culvert,0,,0.32,N/A,,20,Cass County T230,Yes,0,0,0,,,NA,-94.43557868,46.64834134,N/A,N/A,N/A,20,,,N/A,N/A,N/A
73,11-0276,N/A,N/A,N/A,4.5,Cass,Culvert,0,,0.37,N/A,,60,Cass County CSAH1,No,0,0,0,,,NA,-94.401184,46.64589,N/A,N/A,N/A,60,,,N/A,N/A,N/A
223,11-0301,N/A,N/A,N/A,17.2,Cass,Culvert,0,,17.19,N/A,,20,Cass County T172,Yes,0,0,0,,,NA,-94.44172692,46.61016364,N/A,N/A,N/A,20,,,N/A,N/A,N/A
224,11-0308,N/A,N/A,N/A,9.8,Cass,Culvert,0,,5.82,N/A,,20,,Yes,0,0,0,5,2.5,0.255102041,-94.5624455,46.61017847,N/A,N/A,N/A,20,,,N/A,N/A,N/A
504,11-0315,N/A,N/A,N/A,14,Cass,Culvert,2,metal,8.4,10.67,4,40,Cass County T79,No,,,N/A,9,4,0.285714286,-94.52136747,46.58699371,N/A,N/A,N/A,40,5,5,0.3,11.65,11.77
582,11-0319,N/A,N/A,N/A,8.4,,Culvert,,,2.18,N/A,,30,,Yes,,,N/A,,,NA,-94.54073227,46.56061528,N/A,N/A,N/A,30,,,N/A,N/A,N/A
505,11-0321,N/A,N/A,N/A,17.9,Cass,Culvert,2,metal,15.07,9.72,4,40,Cass County T167,No,,,N/A,11,4,0.223463687,-94.4766635,46.57694741,N/A,N/A,N/A,40,7,7,0.925,12.69,13.06
225,11-0358,N/A,N/A,N/A,4,Cass,Culvert,0,,0.82,N/A,,32,Cass County T173,Yes,0,0,0,4,,NA,-94.434149,46.502971,N/A,N/A,N/A,32,,,N/A,N/A,N/A
511,11-0601,N/A,N/A,N/A,15,,Culvert,3,metal,16.29,N/A,4,20,,No,,,N/A,12,4,0.266666667,-94.45946023,46.61566921,N/A,N/A,N/A,20,4,4,N/A,N/A,N/A
583,11-0604,N/A,N/A,N/A,7.9,,Culvert,,,5.52,N/A,,40,,Yes,,,10.29,,,NA,-94.474792,46.471235,N/A,N/A,N/A,40,,,N/A,N/A,N/A
524,11-0605,N/A,N/A,N/A,7.6,,Culvert,,,1.79,N/A,,35,,No,,,N/A,,,NA,-94.559175,46.313302,N/A,N/A,N/A,35,,,N/A,N/A,N/A
584,11-0606,N/A,N/A,N/A,12.2,,Culvert,,,13.58,N/A,,20,,Yes,,,19,5,,NA,-94.499388,46.62636,N/A,N/A,N/A,20,,,N/A,N/A,N/A
525,11-0607,N/A,N/A,N/A,4.9,,Culvert,,,1.38,N/A,,32,,No,,,N/A,4,,NA,-94.331312,46.584071,N/A,N/A,N/A,32,,,N/A,N/A,N/A
585,11-0608,N/A,N/A,N/A,9.5,,Culvert,,,3.6,N/A,,10,,Yes,,,18.19,,,NA,-94.399727,46.483554,N/A,N/A,N/A,10,,,N/A,N/A,N/A
586,11-0609,N/A,N/A,N/A,6,,Culvert,,,1.05,N/A,,15,,Yes,,,N/A,,,NA,-94.693051,46.396516,N/A,N/A,N/A,15,,,N/A,N/A,N/A
526,11-0611,N/A,N/A,N/A,10,,Culvert,,,1.05,N/A,,15,,No,,,N/A,,,NA,-94.699306,46.396111,N/A,N/A,N/A,15,,,N/A,N/A,N/A
587,11-0612,N/A,N/A,N/A,5,,Culvert,,,1.46,N/A,,15,,Yes,,,N/A,,,NA,-94.353533,46.617348,N/A,N/A,N/A,15,,,N/A,N/A,N/A
527,11-0613,N/A,N/A,N/A,7.5,,Culvert,,,1.19,N/A,,30,,No,,,N/A,,,NA,-94.622981,46.349773,N/A,N/A,N/A,30,,,N/A,N/A,N/A
588,11-0615,N/A,N/A,N/A,8.5,,Culvert,,,4.92,N/A,,40,,Yes,,,17.49,2,,NA,-94.572844,46.605682,N/A,N/A,N/A,40,,,N/A,N/A,N/A
589,11-0616,N/A,N/A,N/A,10.6,,Culvert,,,5.13,N/A,,20,,Yes,,,10.75,,,NA,-94.332651,46.592069,N/A,N/A,N/A,20,,,N/A,N/A,N/A
590,11-0619,N/A,N/A,N/A,13.5,,Culvert,,,10.51,N/A,,15,,Yes,33.52,,N/A,5,,NA,-94.578675,46.382805,N/A,N/A,N/A,15,,,N/A,N/A,N/A
528,11-0620,N/A,N/A,N/A,6.1,,Culvert,,,1.78,N/A,,20,,No,,,N/A,3,,NA,-94.559201,46.31606,N/A,N/A,N/A,20,,,N/A,N/A,N/A
529,11-0621,N/A,N/A,N/A,6.1,,Culvert,,,1.79,N/A,,30,,No,,,N/A,3,,NA,-94.559164,46.314693,N/A,N/A,N/A,30,,,N/A,N/A,N/A
591,11-0622,N/A,N/A,N/A,9.1,,Culvert,,,2.06,N/A,3,40,,Yes,,,N/A,8,3,0.32967033,-94.581675,46.327475,N/A,N/A,N/A,40,,,N/A,N/A,N/A
530,11-0624,N/A,N/A,N/A,6.8,,Culvert,,,1.87,N/A,,25,,No,,,N/A,,,NA,-94.647106,46.540453,N/A,N/A,N/A,25,,,N/A,N/A,N/A
531,11-0625,N/A,N/A,N/A,6.8,,Culvert,,,1.88,N/A,,20,,No,,,N/A,,,NA,-94.645701,46.538789,N/A,N/A,N/A,20,,,N/A,N/A,N/A
592,11-0626,N/A,N/A,N/A,8.9,,Culvert,,,4.59,N/A,,25,,Yes,,,20.21,5,,NA,-94.646102,46.535247,N/A,N/A,N/A,25,,,N/A,N/A,N/A
593,11-0631,N/A,N/A,N/A,5,,Culvert,,,0.5,N/A,,45,,Yes,,,N/A,6,,NA,-94.60183,46.376819,N/A,N/A,N/A,45,,,N/A,N/A,N/A
594,11-0632,N/A,N/A,N/A,5,,Culvert,,,0.7,N/A,,30,,Yes,,,N/A,5,,NA,-94.606809,46.377925,N/A,N/A,N/A,30,,,N/A,N/A,N/A
